"SenderMapped","SenderOriginal","Day","Date","Time","Subject","DD","MM","YYYY","hh","mm","ss","Level2"
"GS Sports","GS Sports","Sat",2016-03-19,"13:52:14","[Student-notices] Booking of Roof Covered Basketball Court",19,3,2016,"13","52","14","GS"
"GS Sports","GS Sports","Sat",2016-03-19,"3:37:21","[Student-notices] [Corrected Mail]- Informal Sports Weekend ||	19th-20th March",19,3,2016,"3","37","21","GS"
"GS Sports","GS Sports","Sat",2016-03-19,"0:34:43","[Student-notices] [Reminder]- First IIT Bombay Color Run || 20th	March, Sunday, 6:30AM",19,3,2016,"0","34","43","GS"
"GS Sports","GS Sports","Tue",2014-10-07,"23:53:29","[Student-notices] Yoga classes || For UGs and PGs",7,10,2014,"23","53","29","GS"
"GS Sports","GS Sports","Mon",2015-09-14,"1:56:47","[Student-notices] Karate Classes from 18th september",14,9,2015,"1","56","47","GS"
"GS Sports","GS Sports","Sat",2015-10-17,"23:42:45","[Student-notices] Date extended || Sports Goods Outlet || SAC,	10th-21st October",17,10,2015,"23","42","45","GS"
"GS Sports","GS Sports","Fri",2016-03-18,"15:52:09","[Student-notices] Aquatrain || Second Edition",18,3,2016,"15","52","09","GS"
"GS Sports","GS Sports","Fri",2016-03-18,"14:12:31","[Student-notices] Informal Sports Weekend || 19th-20th March",18,3,2016,"14","12","31","GS"
"GS Sports","GS Sports","Tue",2016-04-26,"0:22:01","[Student-notices] Trek & Camping at Sandhan Valley || 29-30 April",26,4,2016,"0","22","01","GS"
"GS Sports","GS Sports","Fri",2012-01-13,"20:42:41","[Student-notices] Indoor Gymkhana Booked for Volleyball GC",13,1,2012,"20","42","41","GS"
"GS Sports","G.S. Sports","Wed",2015-04-22,"19:31:25","[Student-notices] Call for Nominations || Institute Sports Clubs ||	Conveners",22,4,2015,"19","31","25","GS"
"GS Sports","GS Sports","Sat",2015-10-17,"7:39:59","[Student-notices] Kabaddi Workshop || PG Sports",17,10,2015,"7","39","59","GS"
"GS Sports","GS Sports","Mon",2015-07-20,"14:34:27","[Student-notices] PG Freshmen Sports Orientation || Booking of	Multi-purpose Hall (Badminton)",20,7,2015,"14","34","27","GS"
"GS Sports","GS Sports","Wed",2016-02-03,"6:01:30","[Student-notices] Camping & Trek to Harishchandragad || 6th & 7th	February",3,2,2016,"6","01","30","GS"
"GS Sports","GS Sports","Thu",2014-12-18,"12:44:05","[Student-notices] Day 6 schedule || Inter IIT Bombay",18,12,2014,"12","44","05","GS"
"GS Sports","GS Sports","Mon",2016-04-04,"2:29:43","[Student-notices] Kayaking || Water Sports Event || 8th april",4,4,2016,"2","29","43","GS"
"GS Sports","GS Sports","Wed",2014-08-06,"12:30:13","[Student-notices] Temporary Sports Outlet || 4th to 8th August",6,8,2014,"12","30","13","GS"
"GS Sports","G.S. Sports","Mon",2013-09-23,"14:48:55","[Student-notices] Girls' Squash camp",23,9,2013,"14","48","55","GS"
"GS Sports","GS Sports","Sat",2014-08-23,"19:08:48","[Student-notices] Chess || Institute Freshmen Chess Open",23,8,2014,"19","08","48","GS"
"GS Sports","GS Sports","Tue",2016-02-02,"1:47:26","[Student-notices] Kho-Kho Beginners Camp || 5th Feb Onwards",2,2,2016,"1","47","26","GS"
"GS Sports","GS Sports","Wed",2014-12-17,"2:32:59","[Student-notices] Day 5 Schedule and Day 4 Results || Inter IIT	Bombay",17,12,2014,"2","32","59","GS"
"GS Sports","G.S. Sports","Mon",2014-04-14,"13:19:15","[Student-notices] Deadline today || Call for Nominations for	Inter-IIT managers",14,4,2014,"13","19","15","GS"
"GS Sports","G.S. Sports","Fri",2013-05-10,"16:11:02","[Student-notices] Enrolled Students in the Summer Camp",10,5,2013,"16","11","02","GS"
"GS Sports","G.S. Sports","Wed",2014-02-12,"18:12:52","[Student-notices] Reminder: PARKOUR | Venue Change: SOM Well",12,2,2014,"18","12","52","GS"
"GS Sports","GS Sports","Mon",2016-02-01,"15:48:35","[Student-notices] Girl's Hockey Camp || 3rd Feb onwards",1,2,2016,"15","48","35","GS"
"GS Sports","GS Sports","Tue",2016-02-23,"4:12:41","[Student-notices] Cycling Ride to Tungareshwar Wildlife Sanctuary	|| Sat, 27th Feb",23,2,2016,"4","12","41","GS"
"GS Sports","GS Sports","Wed",2016-03-16,"11:24:07","[Student-notices] Live Screening- Barcelona vs Arsenal UCL || 17th	March, 1AM",16,3,2016,"11","24","07","GS"
"GS Sports","GS Sports","Sat",2016-04-02,"4:13:57","[Student-notices] IITB Open Mumbai Sports Tournament || 2nd-3rd	April",2,4,2016,"4","13","57","GS"
"GS Sports","GS Sports","Mon",2015-03-02,"15:25:18","[Student-notices] Institute Hockey League || Learn and Compete",2,3,2015,"15","25","18","GS"
"GS Sports","GS Sports","Mon",2016-02-01,"7:30:31","[Student-notices] PG Body fitness and muscle training camp",1,2,2016,"7","30","31","GS"
"GS Sports","GS Sports","Fri",2016-04-01,"21:40:12","[Student-notices] Yoga Sessions || Change in schedule",1,4,2016,"21","40","12","GS"
"GS Sports","GS Sports","Sun",2015-02-22,"17:35:20","[Student-notices] Sports Mentorship || Call for Mentors Deadline",22,2,2015,"17","35","20","GS"
"GS Sports","GS Sports","Thu",2016-01-14,"14:03:07","[Student-notices] Orientation on Adventure & Mountaineering Course	|| 16th Jan",14,1,2016,"14","03","07","GS"
"GS Sports","G.S. Sports","Sat",2014-08-09,"3:57:43","[Student-notices] Table Tennis PG GC || Booking of TT Room",9,8,2014,"3","57","43","GS"
"GS Sports","GS Sports","Sat",2015-09-26,"0:08:07","[Student-notices] Monsoon Run || 26th September, 5:45pm",26,9,2015,"0","08","07","GS"
"GS Sports","GS Sports","Thu",2015-09-03,"23:36:52","[Student-notices] 100 Days to Go || 51st Inter-IIT Sports Meet",3,9,2015,"23","36","52","GS"
"GS Sports","G.S. Sports","Fri",2014-01-10,"14:36:21","[Student-notices] Sports Shop/Outlet | 11th-16th January",10,1,2014,"14","36","21","GS"
"GS Sports","GS Sports","Thu",2015-03-12,"15:20:19","[Student-notices] Basic Mountaineering Course || Orientation	reminder",12,3,2015,"15","20","19","GS"
"GS Sports","GS Sports","Wed",2012-08-01,"8:50:09","[Student-notices] IIT BOMBAY's Lukkha (Gaming) BOWLING Tournament	:Registration",1,8,2012,"8","50","09","GS"
"GS Sports","G.S. Sports","Thu",2015-02-19,"16:34:17","[Student-notices] Call for Nominations: Nominee posts under Institute Sports Council 2015-2016",19,2,2015,"16","34","17","GS"
"GS Sports","GS Sports","Wed",2015-03-25,"22:33:40","[Student-notices] Cricket World Cup || India vs Australia	Semifinals 9 AM",25,3,2015,"22","33","40","GS"
"GS Sports","GS Sports","Thu",2015-09-03,"0:02:45","[Student-notices] [Registrations Closed] Adventure Club || Trek to	Mt. Kalsubai, 13th September",3,9,2015,"0","02","45","GS"
"GS Sports","GS Sports","Sat",2014-08-02,"16:20:44","[Student-notices] Physical Education Program for PG",2,8,2014,"16","20","44","GS"
"GS Sports","GS Sports","Thu",2016-01-28,"2:04:58","[Student-notices] Mixed Sport of the Month || Foosball",28,1,2016,"2","04","58","GS"
"GS Sports","GS Sports","Wed",2016-01-27,"22:20:13","[Student-notices] Australian Open Semis & Final || Live Screening",27,1,2016,"22","20","13","GS"
"GS Sports","GS Sports","Mon",2016-03-14,"20:52:37","[Student-notices] World Cup T20- Ind Vs NZ || Live Screening ||15th	March, 7:30pm onwards",14,3,2016,"20","52","37","GS"
"GS Sports","GS Sports","Sat",2016-03-05,"11:55:46","[Student-notices] Asia Cup Final- India vs Bangladesh || Live	Screening",5,3,2016,"11","55","46","GS"
"GS Sports","GS Sports","Sun",2015-06-07,"4:39:54","[Student-notices] Live Screening || French Open Finals || 7th June,	6:15pm",7,6,2015,"4","39","54","GS"
"GS Sports","GS Sports","Mon",2015-07-13,"10:15:12","[Student-notices] Kabaddi Workshop Starts Today at 5:30pm",13,7,2015,"10","15","12","GS"
"GS Sports","GS Sports","Mon",2016-03-14,"18:33:27","[Student-notices] First IIT Bombay Color Run || 20th March, Sunday,	6:30AM",14,3,2016,"18","33","27","GS"
"GS Sports","G.S. Sports","Thu",2014-07-31,"0:12:56","[Student-notices] Institute Chess Open || Registrations",31,7,2014,"0","12","56","GS"
"GS Sports","GS Sports","Tue",2014-08-19,"17:15:22","[Student-notices] Physical Education Program || Trials",19,8,2014,"17","15","22","GS"
"GS Sports","GS Sports","Tue",2015-09-01,"10:33:15","[Student-notices] Girls' Sports GC Format 2015-16",1,9,2015,"10","33","15","GS"
"GS Sports","GS Sports","Wed",2016-03-30,"20:04:34","[Student-notices] India Vs West Indies WT20 Semi Finals || Live	Screening",30,3,2016,"20","04","34","GS"
"GS Sports","GS Sports","Tue",2015-09-01,"8:36:28","[Student-notices] Adventure Club || Trek to Mt. Kalsubai,	13th September",1,9,2015,"8","36","28","GS"
"GS Sports","GS Sports","Wed",2016-01-27,"3:28:39","[Student-notices] BMC & MAC Registration",27,1,2016,"3","28","39","GS"
"GS Sports","G.S. Sports","Sun",2016-03-13,"23:19:39","[Student-notices] Drona-Sports Mentorship Program || Sessions begins",13,3,2016,"23","19","39","GS"
"GS Sports","GS Sports","Tue",2016-02-02,"4:52:08","[Student-notices] Registration for Kalaripayattu Classes",2,2,2016,"4","52","08","GS"
"GS Sports","GS Sports","Tue",2016-01-26,"14:52:44","[Student-notices] Athletics Beginner's Camp || Demo Sessions",26,1,2016,"14","52","44","GS"
"GS Sports","GS Sports","Wed",2016-04-13,"2:30:56","[Student-notices] Austria Cycling Tour || 23rd May to 29th May",13,4,2016,"2","30","56","GS"
"GS Sports","G.S. Sports","Fri",2013-10-18,"13:08:23","[Student-notices] DRONA: Registration Extension",18,10,2013,"13","08","23","GS"
"GS Sports","GS Sports","Mon",2016-01-25,"20:43:43","[Student-notices] Athletics Beginner's Camp || Demo Sessions",25,1,2016,"20","43","43","GS"
"GS Sports","G.S. Sports","Sat",2014-04-05,"1:29:51","[Student-notices] 5 on 5 Football in SAC || 8th April onwards",5,4,2014,"1","29","51","GS"
"GS Sports","GS Sports","Thu",2016-03-17,"0:16:45","[Student-notices] Institute Blitz and Rapid Chess Championship",17,3,2016,"0","16","45","GS"
"GS Sports","G.S. Sports","Sun",2016-03-13,"0:02:51","[Student-notices] Girls Sports Week || 13th-19th March",13,3,2016,"0","02","51","GS"
"GS Sports","GS Sports","Sat",2015-02-14,"17:52:36","[Student-notices] Gym Instructor and Consulting",14,2,2015,"17","52","36","GS"
"GS Sports","GS Sports","Thu",2016-03-03,"21:12:12","[Student-notices] [Reminder]- Last Call for Nominations ||	Institute Sports Council 2016-17",3,3,2016,"21","12","12","GS"
"GS Sports","GS Sports","Fri",2015-08-14,"2:43:56","[Student-notices] Registrations for PG Sports Training (PG ST) ||	Starts from 21th August",14,8,2015,"2","43","56","GS"
"GS Sports","GS Sports","Sun",2014-12-14,"2:20:55","[Student-notices] Updated Schedule for Inter IIT 2014",14,12,2014,"2","20","55","GS"
"GS Sports","gsecsport at iitb.ac.in","Fri",2011-10-28,"12:04:50","[Student-notices] Waterpolo  GC - Pool booking",28,10,2011,"12","04","50","GS"
"GS Sports","GS Sports","Mon",2012-03-12,"21:37:52","[Student-notices] Guinness World Record Attempt : Rubik's Cube	Solving !",12,3,2012,"21","37","52","GS"
"GS Sports","GS Sports","Sun",2016-01-24,"20:14:50","[Student-notices] Open Powerlifting || 27th & 28th January",24,1,2016,"20","14","50","GS"
"GS Sports","G.S. Sports","Fri",2013-08-23,"19:26:30","[Student-notices] Cricket: Inter IIT Trials",23,8,2013,"19","26","30","GS"
"GS Sports","GS Sports","Mon",2014-08-04,"17:48:52","[Student-notices] Physical Education Program for PG",4,8,2014,"17","48","52","GS"
"GS Sports","GS Sports","Fri",2015-10-09,"4:16:22","[Student-notices] Crossy GC || Mashal Run || 11th October, 5:15 pm",9,10,2015,"4","16","22","GS"
"GS Sports","GS Sports","Thu",2015-07-30,"11:48:37","[Student-notices] Re-registration of NOCS form for UG Freshmen",30,7,2015,"11","48","37","GS"
"GS Sports","GS Sports","Fri",2015-08-28,"20:55:19","[Student-notices] [Reminder] IITB Cycling || Ride to Madh Fort ||	30th August",28,8,2015,"20","55","19","GS"
"GS Sports","GS Sports","Sat",2014-10-11,"15:30:02","[Student-notices] ""Mashāl"" Dream Run || Crossy GC || Reminder",11,10,2014,"15","30","02","GS"
"GS Sports","GS Sports","Sun",2016-03-27,"23:38:44","[Student-notices] [Reminder]- Nomination for Council Conveners ||	Institute Sports Council",27,3,2016,"23","38","44","GS"
"GS Sports","GS Sports","Sat",2016-03-12,"3:01:40","[Student-notices] [Reminder]- Crossy GC-2 || 12th March, 6:15pn",12,3,2016,"3","01","40","GS"
"GS Sports","GS Sports","Sat",2016-03-12,"2:56:52","[Student-notices] Basketball Court booking for Skating Open",12,3,2016,"2","56","52","GS"
"GS Sports","GS Sports","Thu",2015-01-08,"1:07:37","[Student-notices] Hiranandani Thane Half Marathon || Registrations",8,1,2015,"1","07","37","GS"
"GS Sports","GS Sports","Sat",2016-04-09,"0:57:28","[Student-notices] Swimmathon || 29th april || 6:30 PM onwards",9,4,2016,"0","57","28","GS"
"GS Sports","GS Sports","Wed",2013-01-16,"12:15:59","[Student-notices] Registration for Institute Basketball League",16,1,2013,"12","15","59","GS"
"GS Sports","GS Sports","Fri",2015-08-28,"12:45:50","[Student-notices] Reminder- [Documentary Screening] ""Hockey in My Blood"" || 28th August in PCSA at 7pm",28,8,2015,"12","45","50","GS"
"GS Sports","GS Sports","Fri",2015-08-28,"12:21:36","[Student-notices] Booking of Badminton Courts",28,8,2015,"12","21","36","GS"
"GS Sports","GS Sports","Thu",2015-02-12,"17:29:30","[Student-notices] Invitation for SOAPBOX and Debate || Institute	Sports Secretaries 2015-16",12,2,2015,"17","29","30","GS"
"GS Sports","GS Sports","Thu",2014-08-14,"5:18:24","[Student-notices] Sports Outlet in SAC | Last day",14,8,2014,"5","18","24","GS"
"GS Sports","GS Sports","Thu",2016-03-24,"20:19:49","[Student-notices] Nomination for Council Conveners || Institute	Sports Council",24,3,2016,"20","19","49","GS"
"GS Sports","GS Sports","Sat",2012-11-03,"21:11:57","[Student-notices] Inter IIT Football Team Selection Trials",3,11,2012,"21","11","57","GS"
"GS Sports","GS Sports","Fri",2015-08-28,"4:00:21","[Student-notices] National Sports Day || Sports Carnival || 29th	August, 3pm onwards",28,8,2015,"4","00","21","GS"
"GS Sports","GS Sports","Thu",2015-08-27,"18:21:34","[Student-notices] Mixed Sport of the month || Volleyball",27,8,2015,"18","21","34","GS"
"GS Sports","GS Sports","Fri",2016-03-11,"9:02:40","[Student-notices] [Reminder]- Cycling Ride To Marine Drive - NCPA	|| Offline Registration",11,3,2016,"9","02","40","GS"
"GS Sports","GS Sports","Sat",2011-10-15,"13:35:33","[Student-notices] Liverpool Vs Manchester United Match Screening in	LT",15,10,2011,"13","35","33","GS"
"GS Sports","GS Sports","Wed",2016-01-06,"14:04:44","[Student-notices] Throwball Camp || 10th January Onwards",6,1,2016,"14","04","44","GS"
"GS Sports","GS Sports","Tue",2015-05-26,"14:42:03","[Student-notices] [Star Sports] Pro-Kabaddi League || Interactive	sessions Phase II",26,5,2015,"14","42","03","GS"
"GS Sports","GS Sports","Sun",2012-03-04,"22:02:49","[Student-notices] Informative Session on BMC (Basic Mountaineering	Course)",4,3,2012,"22","02","49","GS"
"GS Sports","GS Sports","Tue",2016-03-01,"17:33:24","[Student-notices] IIT Bombay Squash Open",1,3,2016,"17","33","24","GS"
"GS Sports","GS Sports","Tue",2016-01-05,"19:17:29","[Student-notices] Unavailability of Football Ground",5,1,2016,"19","17","29","GS"
"GS Sports","GS Sports","Thu",2016-03-10,"23:48:54","[Student-notices] Institute Skating Open || First skating	competition in the Institute",10,3,2016,"23","48","54","GS"
"GS Sports","GS Sports","Wed",2015-09-16,"3:28:59","[Student-notices] IIT Bombay Cycling || Ride to Karnala Bird	Sanctuary || 19th September",16,9,2015,"3","28","59","GS"
"GS Sports","G.S. Sports","Thu",2014-03-27,"23:26:57","[Student-notices] Call for nominations | The Dark Knight | Managers	and Conveners",27,3,2014,"23","26","57","GS"
"GS Sports","GS Sports","Wed",2016-01-20,"15:06:53","[Student-notices] [Corrected Mail]- Tracksuits for IITB Students:	For Sale",20,1,2016,"15","06","53","GS"
"GS Sports","GS Sports","Wed",2015-07-08,"23:28:29","[Student-notices] Kabaddi Workshop || 13th July Onwards",8,7,2015,"23","28","29","GS"
"GS Sports","G.S. Sports","Sat",2013-10-05,"15:14:30","[Student-notices] DRONA: Call for Nominations for sports Mentors",5,10,2013,"15","14","30","GS"
"GS Sports","GS Sports","Thu",2016-03-10,"19:12:07","[Student-notices] Unavailability of Squash Courts for Institute	students and Campusites",10,3,2016,"19","12","07","GS"
"GS Sports","G.S. Sports","Wed",2013-07-24,"10:32:44","[Student-notices] Booking Of the Indoor Badminton hall",24,7,2013,"10","32","44","GS"
"GS Sports","GS Sports","Wed",2016-01-20,"13:02:54","[Student-notices] Registration of BMC & MAC course",20,1,2016,"13","02","54","GS"
"GS Sports","GS Sports","Mon",2015-08-24,"21:24:37","[Student-notices] IITB Cycling || Ride to Madh Fort || 30th August",24,8,2015,"21","24","37","GS"
"GS Sports","GS Sports","Fri",2012-03-02,"8:51:14","[Student-notices] Guinness World Record Attempt : Rubik's Cube	Solving !",2,3,2012,"8","51","14","GS"
"GS Sports","G.S. Sports","Sat",2015-08-08,"14:03:11","[Student-notices] IITB Cycling || Temporary Cycles Outlet || Opp. H1, 8th August Onwards",8,8,2015,"14","03","11","GS"
"GS Sports","GS Sports","Fri",2016-04-29,"14:42:21","[Student-notices] Booking of Badminton courts",29,4,2016,"14","42","21","GS"
"GS Sports","G.S. Sports","Fri",2013-03-15,"5:15:39","[Student-notices] Super Six Competition",15,3,2013,"5","15","39","GS"
"GS Sports","GS Sports","Sat",2015-10-03,"4:23:21","[Student-notices] Inter-IIT Quest 2015 || Football Trials",3,10,2015,"4","23","21","GS"
"GS Sports","GS Sports","Thu",2016-03-10,"9:46:43","[Student-notices] Institute Sports Awards 2015-16 || Deadline	extended",10,3,2016,"9","46","43","GS"
"GS Sports","G.S. Sports","Sat",2015-04-25,"18:39:13","[Student-notices] [Reminder]- Call for Nominations || Institute Sports Clubs || Conveners",25,4,2015,"18","39","13","GS"
"GS Sports","G.S. Sports","Tue",2016-01-19,"22:04:14","[Student-notices] SAC Sports Outlet || Date Extended Till 24th	January",19,1,2016,"22","04","14","GS"
"GS Sports","G.S. Sports","Mon",2013-07-22,"12:57:24","[Student-notices] Rubicks' Club: Nominations for positions in the	club council",22,7,2013,"12","57","24","GS"
"GS Sports","GS Sports","Sat",2016-03-19,"21:41:57","[Student-notices] IITB Color Run || Invitation to all || 20th March,	6:30am || SAC Entrance",19,3,2016,"21","41","57","GS"
"GS Sports","GS Sports","Tue",2016-04-05,"23:49:48","[Student-notices] Kayaking || Water Sports Event || Registrations	today",5,4,2016,"23","49","48","GS"
"GS Sports","GS Sports","Wed",2016-04-27,"23:06:32","[Student-notices] Slackline Workshop || 1st May",27,4,2016,"23","06","32","GS"
"GS Sports","GS Sports","Wed",2016-03-09,"16:31:45","[Student-notices] [Reminder]- Drona-Sports Mentorship Program || Registrations for Learners & Mentors",9,3,2016,"16","31","45","GS"
"GS Sports","GS Sports","Fri",2011-09-30,"18:11:46","[Student-notices] Alumni Sports Day: Schedule and Events",30,9,2011,"18","11","46","GS"
"GS Sports","GS Sports","Tue",2012-02-28,"9:52:37","[Student-notices] Institute Skating Club - Registration Form",28,2,2012,"9","52","37","GS"
"GS Sports","GS Sports","Mon",2016-01-18,"13:30:50","[Student-notices] Usage of basketball courts for Skating",18,1,2016,"13","30","50","GS"
"GS Sports","GS Sports","Wed",2012-10-17,"12:12:51","[Student-notices] DRONA: Call for interviews for aquatics",17,10,2012,"12","12","51","GS"
"GS Sports","GS Sports","Thu",2015-06-18,"11:10:11","[Student-notices] Documentary Screening || ""History of Yoga- The	path of my Ancestors""",18,6,2015,"11","10","11","GS"
"GS Sports","GS Sports","Sun",2016-01-17,"22:48:55","[Student-notices] Badminton Court Booking || SOM Badminton League",17,1,2016,"22","48","55","GS"
"GS Sports","GS Sports","Sat",2015-02-07,"10:27:31","[Student-notices] Booking of Indoor and Outdoor Volleyball Courts",7,2,2015,"10","27","31","GS"
"GS Sports","GS Sports","Wed",2014-07-09,"19:51:53","[Student-notices] Restriction of entry to SAC grounds",9,7,2014,"19","51","53","GS"
"GS Sports","GS Sports","Wed",2016-03-09,"6:17:19","[Student-notices] Courts Booking || Institute Badminton League",9,3,2016,"6","17","19","GS"
"GS Sports","GS Sports","Fri",2015-02-06,"15:58:11","[Student-notices] Booking of Badminton Courts || Doubles Open 2.0",6,2,2015,"15","58","11","GS"
"GS Sports","GS Sports","Tue",2014-09-16,"22:36:40","[Student-notices] Inter IIT Assistant Manager Registrations ||	Reminder",16,9,2014,"22","36","40","GS"
"GS Sports","GS Sports","Fri",2015-08-21,"0:20:32","[Student-notices] Quest-2015 || Inter-IIT Cricket Trials",21,8,2015,"0","20","32","GS"
"GS Sports","GS Sports","Tue",2014-07-08,"19:16:53","[Student-notices] FIFA Semifinals || Brazil vs Germany",8,7,2014,"19","16","53","GS"
"GS Sports","GS Sports","Mon",2012-10-15,"21:12:59","[Student-notices] Tour-de-India 2012: Annual Cyclothon Registration",15,10,2012,"21","12","59","GS"
"GS Sports","GS Sports","Mon",2015-06-15,"19:42:31","[Student-notices] Gymkhana Grounds Closed till Monsoon ends",15,6,2015,"19","42","31","GS"
"GS Sports","GS Sports","Fri",2012-02-17,"13:28:33","[Student-notices] IFL Bidding ceremony",17,2,2012,"13","28","33","GS"
"GS Sports","G.S. Sports","Sun",2015-03-29,"21:03:59","[Student-notices] Cycling Club || Ride to Aarey Colony",29,3,2015,"21","03","59","GS"
"GS Sports","GS Sports","Tue",2016-02-02,"1:56:49","[Student-notices] Registration for Kalaripayattu Classes",2,2,2016,"1","56","49","GS"
"GS Sports","GS Sports","Mon",2014-07-07,"15:16:03","[Student-notices] PG Sports Logo Design Competition",7,7,2014,"15","16","03","GS"
"GS Sports","GS Sports","Thu",2015-10-15,"22:22:45","[Student-notices] Girl's Table-Tennis Workshop || From 16th October",15,10,2015,"22","22","45","GS"
"GS Sports","G.S. Sports","Mon",2014-09-15,"18:43:14","[Student-notices] Inter-IIT Trials || Volleyball",15,9,2014,"18","43","14","GS"
"GS Sports","GS Sports","Fri",2016-01-15,"15:32:17","[Student-notices] Tennis Camp and Tennis PG GC 2015-16",15,1,2016,"15","32","17","GS"
"GS Sports","G.S. Sports","Thu",2014-03-20,"3:11:43","[Student-notices] Institute Sports Awards 2013-14 | Call for	Nominations",20,3,2014,"3","11","43","GS"
"GS Sports","GS Sports","Wed",2015-08-19,"18:46:38","[Student-notices] Badminton Trials || Booking of Courts",19,8,2015,"18","46","38","GS"
"GS Sports","G.S. Sports","Sat",2015-03-28,"6:17:49","[Student-notices] SAC Store Timing Extension",28,3,2015,"6","17","49","GS"
"GS Sports","GS Sports","Sun",2014-10-19,"2:13:11","[Student-notices] Inter IIT Contingent Leader || Call for	Nomination",19,10,2014,"2","13","11","GS"
"GS Sports","GS Sports","Fri",2014-07-04,"15:05:59","[Student-notices] FIFA Quarterfinals || Indoor SAC Live screening",4,7,2014,"15","05","59","GS"
"GS Sports","GS Sports","Wed",2015-08-19,"5:50:05","[Student-notices] Last Day of Registration for PG Sports Training	(PG ST)",19,8,2015,"5","50","05","GS"
"GS Sports","GS Sports","Sun",2014-09-14,"23:48:43","[Student-notices] Aquatics Preparatory Camp",14,9,2014,"23","48","43","GS"
"GS Sports","GS Sports","Wed",2016-03-16,"1:31:46","[Student-notices] Cycling Jersey || Registration",16,3,2016,"1","31","46","GS"
"GS Sports","GS Sports","Thu",2016-01-14,"14:24:55","[Student-notices] [Corrected Mail] Orientation on Adventure & Mountaineering Course || 15th Jan",14,1,2016,"14","24","55","GS"
"GS Sports","G.S. Sports","Sat",2016-02-20,"13:04:33","[Student-notices] Institute Badminton League || Registrations",20,2,2016,"13","04","33","GS"
"GS Sports","G.S. Sports","Sat",2016-02-20,"3:43:17","[Student-notices] Institute Football League || Registration Opens",20,2,2016,"3","43","17","GS"
"GS Sports","GS Sports","Mon",2016-03-07,"5:02:10","[Student-notices] Drona-Sports Mentorship Program || Registrations	for Learners & Mentors",7,3,2016,"5","02","10","GS"
"GS Sports","GS Sports","Wed",2015-10-14,"0:37:02","[Student-notices] Institute Swimming Camps 2015-16 || Aquatrain",14,10,2015,"0","37","02","GS"
"GS Sports","GS Sports","Sun",2016-03-06,"20:39:13","[Student-notices] Institute Hockey League || Registration Opens",6,3,2016,"20","39","13","GS"
"GS Sports","GS Sports","Thu",2015-02-19,"21:48:25","[Student-notices] Sports Mentorship || Call for Mentors",19,2,2015,"21","48","25","GS"
"GS Sports","GS Sports","Fri",2014-11-07,"4:56:49","[Student-notices] Football & Athletics ground rennovation || Entry	closed",7,11,2014,"4","56","49","GS"
"GS Sports","GS Sports","Sat",2012-05-26,"23:42:19","[Student-notices] IPL Final Screening and QUIZ",26,5,2012,"23","42","19","GS"
"GS Sports","GS Sports","Fri",2015-09-25,"8:39:10","[Student-notices] The Dark Knight Club || Institute Chess Team	Selection",25,9,2015,"8","39","10","GS"
"GS Sports","GS Sports","Sun",2016-03-06,"13:19:53","[Student-notices] Handball Sessions || Starts from 9th March",6,3,2016,"13","19","53","GS"
"GS Sports","GS Sports","Mon",2015-06-08,"16:15:49","[Student-notices] Registrations Starts today || Trek to Lohagad ||	14th June",8,6,2015,"16","15","49","GS"
"GS Sports","GS Sports","Mon",2015-06-08,"6:19:12","[Student-notices] [Gentle Reminder]- Registrations for Handball Workshops || Sport of the Month",8,6,2015,"6","19","12","GS"
"GS Sports","GS Sports","Wed",2016-01-13,"0:10:45","[Student-notices] Skating Orientation & Camp",13,1,2016,"0","10","45","GS"
"GS Sports","GS Sports","Fri",2013-03-01,"17:47:46","[Student-notices] DRONA: Sports Mentorship Program",1,3,2013,"17","47","46","GS"
"GS Sports","GS Sports","Wed",2014-08-20,"14:44:51","[Student-notices] SAC Sports Outlet",20,8,2014,"14","44","51","GS"
"GS Sports","GS Sports","Sun",2015-05-10,"16:14:11","[Student-notices] [Reminder] Summer School of Sports ||	Registrations",10,5,2015,"16","14","11","GS"
"GS Sports","G.S. Sports","Tue",2013-09-24,"11:47:52","[Student-notices] Hockey: Inter IIT selection trials + Camp",24,9,2013,"11","47","52","GS"
"GS Sports","GS Sports","Sat",2016-03-05,"0:21:27","[Student-notices] Squash Court Booking || Institute Squash Open",5,3,2016,"0","21","27","GS"
"GS Sports","G.S. Sports","Tue",2014-03-18,"11:33:51","[Student-notices] Triathlon | 22nd March",18,3,2014,"11","33","51","GS"
"GS Sports","GS Sports","Tue",2015-09-01,"20:46:54","[Student-notices] [Reminder] Contingent Leader,	51st Inter IIT Sports Meet || Call for Nominations",1,9,2015,"20","46","54","GS"
"GS Sports","GS Sports","Fri",2015-06-05,"21:04:36","[Student-notices] [Reminder] UEFA Champions League || Live	Screening on 6th June 11:30pm",5,6,2015,"21","04","36","GS"
"GS Sports","GS Sports","Sun",2012-05-20,"11:13:59","[Student-notices] Summer Sports Camp",20,5,2012,"11","13","59","GS"
"GS Sports","G.S. Sports","Tue",2015-03-24,"16:46:09","[Student-notices] Call for Nominations || The Dark Knight Club || Managers & Conveners",24,3,2015,"16","46","09","GS"
"GS Sports","G.S. Sports","Thu",2014-02-27,"2:11:27","[Student-notices] Card Games Worshop | Date Correction | 2nd & 4th	March",27,2,2014,"2","11","27","GS"
"GS Sports","GS Sports","Fri",2012-05-18,"21:34:11","[Student-notices] Champions League Final Screening and QUIZ",18,5,2012,"21","34","11","GS"
